,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4
,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4
,,,,,,,,,,,,,,,,,,,,,,7,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4
,,,,,,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4
,,,,,,,,,,,,,,,,,,,,,,8,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5
,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5
,,,,,,,,,,,,,,,,,,,,,,9,9,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,5,5,5,5,5,5,5,5,5,5
,,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,5,5,5,5,5,5,5,5,5
,,,,,,,,,,,,,,,,,,,,,,10,10,9,9,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6
,,,,,,,,,,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,6,6,6,6,6,6,6,6,6,6
,,,,,,,,,,,,,,,,,,,,,,11,11,10,10,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,6,6,6,6,6,6,6,6,6
,,,,,,,,,,,12,12,12,12,12,12,12,12,12,12,12,12,11,11,10,10,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,6,6,6,6,6,6,6,6
,,,,,,,,,,,,,,,,,,,,,,12,12,11,11,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,7,7,7,7,7,7,7,7,7,7
,,,,,,,,,,,,13,13,13,13,13,13,13,13,13,13,13,12,12,11,11,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,7,7,7,7,7,7,7,7,7
,,,,,,,,,,,,,,,,,,,,,,13,13,12,12,11,11,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,7,7,7,7,7,7,7,7
,,,,,,,,,,,,,14,14,14,14,14,14,14,14,14,14,13,13,12,12,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,8,8,8,7,7,7,7,7,7,7
,,,,,,,,,,,,,,,,,,,,,,14,14,13,13,12,12,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,8,8,8,8,8,8,8,8,8
,,,,,,,,,,,,,,15,15,15,15,15,15,15,15,15,14,14,13,13,12,12,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,8,8,8,8,8,8,8,8
,,,,,,,,,,,,,,,,,,,,,,15,15,14,14,13,13,12,12,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,9,9,9,8,8,8,8,8,8,8
,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,15,15,14,14,13,13,12,12,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,9,9,9,8,8,8,8,8,8
,,,,,,,,,,,,,,,,,,,,,,16,16,15,15,14,14,13,13,12,12,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,9,9,9,9,9,9,9,9
,,,,,,,,,,,,,,,,17,17,17,17,17,17,17,16,16,15,15,14,14,13,13,12,12,12,12,12,12,12,12,12,12,12,11,11,11,10,10,10,9,9,9,9,9,9,9
,,,,,,,,,,,,,,,,,,,,,,17,17,16,16,15,15,14,14,13,13,12,12,12,12,12,12,12,12,12,12,12,11,11,11,10,10,10,9,9,9,9,9,9
,,,,,,,,,,,,,,,,,18,18,18,18,18,18,17,17,16,16,15,15,14,14,13,13,12,12,12,12,12,12,12,12,12,12,12,11,11,11,10,10,10,9,9,9,9,9
,,,,,,,,,,,,,,,,,,,,,,18,18,17,17,16,16,15,15,14,14,13,13,13,13,13,13,13,13,13,13,12,12,12,11,11,11,10,10,10,10,10,10,10
,,,,,,,,,,,,,,,,,,19,19,19,19,19,18,18,17,17,16,16,15,15,14,14,13,13,13,13,13,13,13,13,13,13,12,12,12,11,11,11,10,10,10,10,10,10
,,,,,,,,,,,,,,,,,,,,,,19,19,18,18,17,17,16,16,15,15,14,14,13,13,13,13,13,13,13,13,13,13,12,12,12,11,11,11,10,10,10,10,10
,,,,,,,,,,,,,,,,,,,20,20,20,20,19,19,18,18,17,17,16,16,15,15,14,14,14,14,14,14,14,14,14,13,13,13,12,12,12,11,11,11,10,10,10,10
,,,,,,,,,,,,,,,,,,,,,,20,20,19,19,18,18,17,17,16,16,15,15,14,14,14,14,14,14,14,14,14,13,13,13,12,12,12,11,11,11,11,11,11
,,,,,,,,,,,,,,,,,,,,21,21,21,20,20,19,19,18,18,17,17,16,16,15,15,14,14,14,14,14,14,14,14,14,13,13,13,12,12,12,11,11,11,11,11
,,,,,,,,,,,,,,,,,,,,,,21,21,20,20,19,19,18,18,17,17,16,16,15,15,15,15,15,15,15,15,14,14,14,13,13,13,12,12,12,11,11,11,11
,,,,,,,,,,,,,,,,,,,,,22,22,21,21,20,20,19,19,18,18,17,17,16,16,15,15,15,15,15,15,15,15,14,14,14,13,13,13,12,12,12,11,11,11
,,,,,,,,,,,,,,,,,,,,,,22,22,21,21,20,20,19,19,18,18,17,17,16,16,15,15,15,15,15,15,15,15,14,14,14,13,13,13,12,12,12,12,12
,,,,,,,,,,,,,,,,,,,,,,,22,22,21,21,20,20,19,19,18,18,17,17,16,16,16,16,16,16,16,15,15,15,14,14,14,13,13,13,12,12,12,12
,,,,,,,,,,,,,,,,,,,,,,23,23,22,22,21,21,20,20,19,19,18,18,17,17,16,16,16,16,16,16,16,15,15,15,14,14,14,13,13,13,12,12,12
,,,,,,,,,,,,,,,,,,,,,,,23,23,22,22,21,21,20,20,19,19,18,18,17,17,16,16,16,16,16,16,16,15,15,15,14,14,14,13,13,13,12,12
,,,,,,,,,,,,,,,,,,,,,,,,23,23,22,22,21,21,20,20,19,19,18,18,17,17,17,17,17,17,16,16,16,15,15,15,14,14,14,13,13,13,13
,,,,,,,,,,,,,,,,,,,,,,,24,24,23,23,22,22,21,21,20,20,19,19,18,18,17,17,17,17,17,17,16,16,16,15,15,15,14,14,14,13,13,13
,,,,,,,,,,,,,,,,,,,,,,,,24,24,23,23,22,22,21,21,20,20,19,19,18,18,17,17,17,17,17,17,16,16,16,15,15,15,14,14,14,13,13
,,,,,,,,,,,,,,,,,,,,,,,,,24,24,23,23,22,22,21,21,20,20,19,19,18,18,18,18,18,17,17,17,16,16,16,15,15,15,14,14,14,13
,,,,,,,,,,,,,,,,,,,,,,,,25,25,24,24,23,23,22,22,21,21,20,20,19,19,18,18,18,18,18,17,17,17,16,16,16,15,15,15,14,14,14
,,,,,,,,,,,,,,,,,,,,,,,,,25,25,24,24,23,23,22,22,21,21,20,20,19,19,18,18,18,18,18,17,17,17,16,16,16,15,15,15,14,14
,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,24,24,23,23,22,22,21,21,20,20,19,19,19,19,18,18,18,17,17,17,16,16,16,15,15,15,14
,,,,,,,,,,,,,,,,,,,,,,,,,26,26,25,25,24,24,23,23,22,22,21,21,20,20,19,19,19,19,18,18,18,17,17,17,16,16,16,15,15,15
,,,,,,,,,,,,,,,,,,,,,,,,,,26,26,25,25,24,24,23,23,22,22,21,21,20,20,19,19,19,19,18,18,18,17,17,17,16,16,16,15,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,26,26,25,25,24,24,23,23,22,22,21,21,20,20,20,19,19,19,18,18,18,17,17,17,16,16,16,15
,,,,,,,,,,,,,,,,,,,,,,,,,,27,27,26,26,25,25,24,24,23,23,22,22,21,21,20,20,20,19,19,19,18,18,18,17,17,17,16,16,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,27,27,26,26,25,25,24,24,23,23,22,22,21,21,20,20,20,19,19,19,18,18,18,17,17,17,16,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,27,26,26,25,25,24,24,23,23,22,22,21,21,20,20,20,19,19,19,18,18,18,17,17,17,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,28,28,27,27,26,26,25,25,24,24,23,23,22,22,21,21,20,20,20,19,19,19,18,18,18,17,17,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,28,27,27,26,26,25,25,24,24,23,23,22,22,21,21,20,20,20,19,19,19,18,18,18,17,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,28,27,27,26,26,25,25,24,24,23,23,22,21,21,21,20,20,20,19,19,19,18,18,18,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,29,28,28,27,27,26,26,25,25,24,24,23,23,22,21,21,21,20,20,20,19,19,19,18,18,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,29,28,28,27,27,26,26,25,25,24,24,23,22,22,21,21,21,20,20,20,19,19,19,18,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,29,28,28,27,27,26,26,25,25,24,24,23,22,22,21,21,21,20,20,20,19,19,19,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,29,29,28,28,27,27,26,26,25,25,24,23,22,22,22,21,21,21,20,20,20,19,19,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,29,29,28,28,27,27,26,26,25,25,24,23,22,22,22,21,21,21,20,20,20,19,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,29,29,28,28,27,27,26,26,25,24,23,23,22,22,22,21,21,21,20,20,20,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31,30,30,29,29,28,28,27,27,26,26,25,24,23,23,22,22,22,21,21,21,20,20,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31,30,30,29,29,28,28,27,27,26,25,24,23,23,23,22,22,22,21,21,21,20,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31,30,30,29,29,28,28,27,27,26,25,24,23,23,23,22,22,22,21,21,21,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,32,31,31,30,30,29,29,28,28,27,26,25,24,24,23,23,23,22,22,22,21,21,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,32,31,31,30,30,29,29,28,28,27,26,25,24,24,23,23,23,22,22,22,21,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,32,31,31,30,30,29,29,28,27,26,25,24,24,24,23,23,23,22,22,22,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,33,32,32,31,31,30,30,29,29,28,27,26,25,24,24,24,23,23,23,22,22,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,33,32,32,31,31,30,30,29,28,27,26,25,25,24,24,24,23,23,23,22,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,33,32,32,31,31,30,30,29,28,27,26,25,25,24,24,24,23,23,23,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,34,33,33,32,32,31,31,30,29,28,27,26,25,25,25,24,24,24,23,23,23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,34,33,33,32,32,31,31,30,29,28,27,26,25,25,25,24,24,24,23,23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,34,33,33,32,32,31,30,29,28,27,26,26,25,25,25,24,24,24,23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,35,34,34,33,33,32,32,31,30,29,28,27,26,26,25,25,25,24,24,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,35,34,34,33,33,32,31,30,29,28,27,26,26,26,25,25,25,24,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,35,34,34,33,33,32,31,30,29,28,27,26,26,26,25,25,25,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,36,35,35,34,34,33,32,31,30,29,28,27,27,26,26,26,25,25,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,36,35,35,34,34,33,32,31,30,29,28,27,27,26,26,26,25,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,36,35,35,34,33,32,31,30,29,28,27,27,27,26,26,26,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,37,36,36,35,35,34,33,32,31,30,29,28,27,27,27,26,26,26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,37,36,36,35,34,33,32,31,30,29,28,28,27,27,27,26,26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,37,36,36,35,34,33,32,31,30,29,28,28,27,27,27,26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,38,37,37,36,35,34,33,32,31,30,29,28,28,28,27,27,27
